Incident_ID,Year,Street_Name,Cross_Street,Distance,Junction_Relation,Total_Injuries,Total_Fatalities,Injury_Severity,Collision_Manner,Light_Condition,Weather,Surface_Condition,Age_1,Gender_1,Travel_One,UnitAction_One,Violation1_Drv1,AlcoholUse_ 1,DrugUse_1,Age_2,Gender_2,TravelDirection_2,UnitAction_2,Violation_2,AlcoholUse_2,DrugUse_2,Latitude,Longitude,Date,Time
3607970,2019,Curry Rd,Harold St,-100.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,73.0,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,24.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44041,-111.92249,2019-12-06,20:37:00
3606700,2019,Baseline Rd,Price Rd,-24.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,25.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,48.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37846,-111.89369,2019-12-06,20:59:00
3606711,2019,Priest Dr,Grove Pkwy,-83.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,37.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,42.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.35163,-111.96266,2019-12-06,21:55:00
3606652,2019,Southern Ave,Kyrene Rd,145.0,Intersection Related 206,2.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,25.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,55.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39284,-111.94321,2019-12-06,22:51:00
3623038,2019,Priest Dr,University Dr,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Left Turn,Dusk,Clear,Dry,20.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,42.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.96092,2019-12-07,01:15:00
3597104,2019,Rural Rd,Lemon St,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,19.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,28.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41684,-111.9263,2019-12-07,03:25:00
3606675,2019,5th St,Myrtle Ave,50.0,Intersection Related 206,2.0,0.0,Suspected Minor Injury,Left Turn,Dark Lighted,Cloudy,Dry,30.0,Male,West,Making U Turn,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,22.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42551,-111.93802,2019-12-07,07:09:00
3615083,2019,Rural Rd,Minton Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Dark Lighted,Cloudy,Wet,55.0,Male,Southeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,55.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,33.37989,-111.92842,2019-12-08,00:59:00
3606704,2019,Priest Dr,La Jolla Dr,-115.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Opposite Direction,Dark Lighted,Rain,Dry,31.0,Female,North,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,25.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38997,-111.96082,2019-12-08,01:45:00
3597113,2019,Mill Ave,10th St,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Rain,Wet,48.0,Male,Northwest,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,24.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41906,-111.93997,2019-12-08,02:16:00
3607964,2019,McClintock Dr,Apache Blvd,-2.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Rain,Wet,21.0,Male,North,Slowing In Trafficway,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,49.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41475,-111.90913,2019-12-08,02:39:00
3625748,2019,McClintock Dr,Broadway Rd,-15.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Rain,Wet,61.0,Female,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,22.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40746,-111.90912,2019-12-08,05:47:00
3605325,2019,McClintock Dr,SR-202 Exit 8 J-Ramp,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,31.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,73.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43662,-111.90962,2019-12-08,17:44:00
3605352,2019,University Dr,Price Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,60.0,Male,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,26.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42201,-111.89195,2019-12-08,18:10:00
3605924,2019,Rural Rd,E Terrace Rd,-175.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Wet,38.0,Female,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,58.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41866,-111.9263,2019-12-08,18:42:00
3605891,2019,Rio Salado Pkwy,Smith Rd,-100.0,Driveway Or Alley,1.0,0.0,Possible Injury,Sideswipe Same Direction,Daylight,Clear,Dry,25.0,Male,West,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,25.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42928,-111.90078,2019-12-08,20:25:00
3599787,2019,Rural Rd,Bell De Mar Dr,0.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Rain,Wet,51.0,Female,Unknown,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,51.0,Male,Unknown,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.35796,-111.92855,2019-12-08,21:42:00
3605258,2019,McClintock Dr,SR-202 Exit 8 J-Ramp,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Daylight,Cloudy,Dry,21.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,26.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43662,-111.90962,2019-12-08,22:04:00
3606703,2019,Rural Rd,Concorda Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Dark Lighted,Cloudy,Dry,20.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,32.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4028,-111.9263,2019-12-09,00:56:00
3606109,2019,University Dr,Priest Dr,106.0,Driveway Or Alley,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,35.0,Male,Southwest,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,44.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.96058,2019-12-09,01:44:00
3607977,2019,Rural Rd,Lemon St,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Left Turn,Dark Lighted,Clear,Dry,25.0,Male,Southeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,20.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41684,-111.9263,2019-12-09,02:46:00
3605318,2019,Scottsdale Rd,SR-202 Exit 7 A-Ramp,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Head On,Dark Lighted,Unknown,Dry,42.0,Male,South,Going Straight Ahead,Drove Left Of Center Line,Alcohol,No Apparent Influence,21.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43611,-111.92627,2019-12-09,03:10:00
3605366,2019,Rio Salado Pkwy,Rural Rd,-35.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,23.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,41.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885,-111.9264,2019-12-09,13:53:00
3625181,2019,Hayden Rd,McKellips Rd,0.0,Intersection Non Interchange,2.0,0.0,Possible Injury,Rear End,Dawn,Rain,Wet,54.0,Male,West,Slowing In Trafficway,Exceeded Lawful Speed,No Apparent Influence,No Apparent Influence,27.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.45126,-111.9093,2019-12-09,14:32:00
3605316,2019,Rural Rd,Rio Salado Pkwy,-140.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Wet,17.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,30.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42846,-111.92629,2019-12-09,14:46:00
3599840,2019,McClintock Dr,SR-202 Exit 8 A-Ramp,-100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Rain,Wet,29.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,23.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43618,-111.9096,2019-12-09,15:48:00
3605363,2019,52nd St,4th St,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Cloudy,Dry,73.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,40.0,Male,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42643,-111.96965,2019-12-09,19:22:00
3606660,2019,Kachina Dr,Southern Ave,200.0,Not Junction Related,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,62.0,Male,North,Making U Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,16.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39353,-111.90647,2019-12-09,21:22:00
3607960,2019,Farmer Ave,9th St,-45.0,Not Junction Related,1.0,0.0,Possible Injury,Unknown,Daylight,Cloudy,Dry,24.0,Female,East,Backing,Unknown,No Apparent Influence,No Apparent Influence,28.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42051,-111.94425,2019-12-09,21:36:00
3608025,2019,Rural Rd,Minton Dr,138.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Rain,Wet,48.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,34.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38024,-111.92824,2019-12-09,22:32:00
3605346,2019,Rio Salado Pkwy,S Packard Dr,40.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,20.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,49.0,Male,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42874,-111.92916,2019-12-09,22:33:00
3606658,2019,Baseline Rd,Country Club Way,-30.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dusk,Rain,Wet,33.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,37.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37845,-111.90073,2019-12-10,00:26:00
3607986,2019,McClintock Dr,Watson Dr,-100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Rain,Wet,73.0,Male,South,Going Straight Ahead,Followed Too Closely,Alcohol,No Apparent Influence,47.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36914,-111.91129,2019-12-10,01:04:00
3605347,2019,University Dr,Dorsey Ln,200.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Cloudy,Wet,20.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,50.0,Male,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.91703,2019-12-10,03:11:00
3605353,2019,Elliot Rd,Harl Ave,-45.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,20.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,19.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34908,-111.96608,2019-12-10,16:35:00
3607984,2019,Southern Ave,Kyrene Rd,-45.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,21.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,52.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39284,-111.94383,2019-12-10,19:41:00
3606701,2019,Baseline Rd,Priest Dr,-25.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,47.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96326,2019-12-10,21:50:00
3607971,2019,Price Rd,Broadway Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,47.0,Male,South,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,37.0,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.892,2019-12-10,22:57:00
3607982,2019,College Ave,Alameda Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,53.0,Male,East,Going Straight Ahead,Ran Stop Sign,No Apparent Influence,No Apparent Influence,44.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40017,-111.93491,2019-12-10,23:44:00
3606706,2019,Scottsdale Rd,Hancock Ave,0.0,Intersection T Inter 203,1.0,0.0,Suspected Minor Injury,Left Turn,Dark Lighted,Clear,Dry,40.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,72.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44666,-111.92646,2019-12-11,01:08:00
3605337,2019,Curry Rd,Scottsdale Rd,60.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,23.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,19.0,Male,East,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4403,-111.92614,2019-12-11,01:49:00
3605253,2019,Broadway Rd,McClintock Dr,198.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,22.0,Female,West,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,24.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.90848,2019-12-11,03:39:00
3614063,2019,Rural Rd,Broadway Rd,-50.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,18.0,Male,South,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,19.0,Male,South,Changing Lanes,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,33.40736,-111.92628,2019-12-11,05:50:00
3600019,2019,Price Rd,Rio Salado Pkwy,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,27.0,Female,Southwest,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,58.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42931,-111.89026,2019-12-11,07:55:00
3605350,2019,Rural Rd,6th St,-130.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42414,-111.9263,2019-12-11,19:15:00
3605359,2019,University Dr,Priest Dr,-50.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,53.0,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,57.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.96109,2019-12-11,20:15:00
3608018,2019,Guadalupe Rd,La Rosa Dr,-160.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,17.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,16.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36375,-111.9314,2019-12-11,20:51:00
3608020,2019,Baseline Rd,Hardy Dr,40.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,19.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,30.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.95238,2019-12-11,20:55:00
3606681,2019,Mill Ave,Hudson Ln,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,44.0,Male,East,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,78.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41363,-111.93989,2019-12-11,22:19:00
3606684,2019,Scottsdale Rd,Curry Rd,-30.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,23.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,56.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.44021,-111.92633,2019-12-11,22:52:00
3605339,2019,Price Rd,Broadway Rd,200.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,54.0,Female,South,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,27.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40805,-111.892,2019-12-11,22:55:00
3607985,2019,Elliot Rd,I-10 Exit 157 J-Ramp,-180.0,Intersection Related 206,0.0,0.0,No Injury,Head On,Daylight,Clear,Dry,54.0,Female,East,Going Straight Ahead,Wrong Way Driving,Alcohol,No Apparent Influence,24.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34909,-111.97153,2019-12-11,23:33:00
3605138,2019,Hardy Dr,Auto Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dusk,Clear,Dry,25.0,Male,East,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,39.0,Male,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.34339,-111.95443,2019-12-11,23:47:00
3607958,2019,Baseline Rd,Arizona Mills S,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,27.0,Female,South,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,70.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96546,2019-12-11,23:55:00
3604990,2019,Price Rd,Golf Ave,158.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,53.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,30.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3965,-111.89202,2019-12-12,00:46:00
3608915,2019,Price Rd,Rio Salado Pkwy,0.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Cloudy,Dry,29.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,45.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42931,-111.89026,2019-12-12,01:12:00
3605001,2019,Warner Rd,Jewell St,-168.0,Intersection T Inter 203,0.0,0.0,No Injury,Rear End,Dusk,Clear,Dry,26.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,25.0,Female,East,Unknown,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,33.33452,-111.96885,2019-12-12,01:34:00
3605338,2019,McClintock Dr,Don Carlos Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,25.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,25.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748,-111.90911,2019-12-12,01:44:00
3605345,2019,McClintock Dr,University Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Unknown 51,Unknown,Dry,21.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,40.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42198,-111.90909,2019-12-12,07:14:00
3605331,2019,Farmer Ave,6th St,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,27.0,Male,East,Making Right Turn,Ran Stop Sign,No Apparent Influence,No Apparent Influence,49.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42432,-111.94429,2019-12-12,11:25:00
3608029,2019,Priest Dr,21st St,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,26.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,28.0,Female,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.40623,-111.96077,2019-12-12,15:15:00
3608014,2019,Mill Ave,Hermosa Dr,30.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,35.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,27.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38829,-111.93953,2019-12-12,18:58:00
3605139,2019,Mill Ave,US-60 Exit 173 A-Ramp,0.0,Entrance Exit Ramp 205,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,54.0,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,20.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38511,-111.93947,2019-12-12,19:41:00
3606708,2019,48th St,I-10 Cardinal Frontage,0.0,Intersection 201,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,43.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,59.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40932,-111.97822,2019-12-12,20:34:00
3606707,2019,Baseline Rd,Wendler Dr,-38.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,36.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,42.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37826,-111.96991,2019-12-12,21:12:00
3605939,2019,Price Rd,University Dr,-175.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,31.0,Male,North,Changing Lanes,Followed Too Closely,No Apparent Influence,No Apparent Influence,40.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42154,-111.89033,2019-12-12,23:13:00
3605940,2019,Mill Ave,10th St,-71.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,23.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,23.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41887,-111.93997,2019-12-12,23:56:00
3607972,2019,Mill Ave,Southern Ave,120.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Unknown 51,Unknown,Dry,40.0,Female,East,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,49.0,Female,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39319,-111.93961,2019-12-13,01:27:00
3605362,2019,McClintock Dr,Hermosa Dr,210.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,20.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,24.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38826,-111.90918,2019-12-13,01:33:00
3605341,2019,Price Rd,Baseline Rd,-200.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,21.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,48.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37791,-111.89368,2019-12-13,03:45:00
3605274,2019,Price Rd,Apache Blvd,20.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,56.0,Female,South,Going Straight Ahead,Disregarded Traffic Signal,Alcohol,No Apparent Influence,63.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41485,-111.89194,2019-12-13,06:30:00
3605306,2019,Southern Ave,Mariana Cir,79.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,33.0,Female,East,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,31.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39297,-111.91978,2019-12-13,12:31:00
